image_id,image_path,label,xmin,ymin,xmax,ymax,age,gender,confidence,source
1697,images/img_01697.jpg,laptop,230,30,280,55,,,0.9,synthetic_dataset
1189,images/img_01189.jpg,phone,298,346,354,506,,,0.97,synthetic_dataset
1610,images/img_01610.jpg,laptop,189,253,368,429,,,0.88,synthetic_dataset
458,images/img_00458.jpg,person,218,58,403,144,,,0.96,synthetic_dataset
863,images/img_00863.jpg,face,339,112,429,289,52,male,0.95,synthetic_dataset
882,images/img_00882.jpg,laptop,121,174,179,330,,,0.96,synthetic_dataset
263,images/img_00263.jpg,face,276,400,399,542,48,male,0.89,synthetic_dataset
1737,images/img_01737.jpg,person,194,101,260,216,,,0.96,synthetic_dataset
234,images/img_00234.jpg,mouse,394,19,485,209,,,0.96,synthetic_dataset
1196,images/img_01196.jpg,keyboard,399,341,567,481,,,0.89,synthetic_dataset
1479,images/img_01479.jpg,laptop,334,229,495,301,,,0.94,synthetic_dataset
1893,images/img_01893.jpg,laptop,230,78,292,190,,,0.92,synthetic_dataset
377,images/img_00377.jpg,laptop,284,360,324,419,,,0.96,synthetic_dataset
432,images/img_00432.jpg,face,118,328,263,410,44,male,0.88,synthetic_dataset
1612,images/img_01612.jpg,laptop,377,263,468,403,,,0.91,synthetic_dataset
516,images/img_00516.jpg,hand,168,2,221,156,,,0.87,synthetic_dataset
1925,images/img_01925.jpg,cup,187,396,219,482,,,0.96,synthetic_dataset
672,images/img_00672.jpg,phone,254,392,428,420,,,0.91,synthetic_dataset
700,images/img_00700.jpg,laptop,64,36,133,140,,,0.86,synthetic_dataset
1218,images/img_01218.jpg,keyboard,277,134,350,201,,,0.91,synthetic_dataset
609,images/img_00609.jpg,person,29,187,112,215,,,0.97,synthetic_dataset
42,images/img_00042.jpg,face,121,65,244,255,14,female,0.94,synthetic_dataset
215,images/img_00215.jpg,book,125,44,274,158,,,0.85,synthetic_dataset
1016,images/img_01016.jpg,mouse,288,287,368,416,,,0.99,synthetic_dataset
512,images/img_00512.jpg,hand,82,50,135,154,,,0.98,synthetic_dataset
524,images/img_00524.jpg,phone,307,250,388,352,,,1.0,synthetic_dataset
814,images/img_00814.jpg,hand,29,243,156,435,,,0.99,synthetic_dataset
1468,images/img_01468.jpg,phone,76,90,150,140,,,0.98,synthetic_dataset
1560,images/img_01560.jpg,mouse,60,235,210,360,,,0.88,synthetic_dataset
1762,images/img_01762.jpg,bottle,279,344,400,377,,,0.9,synthetic_dataset
380,images/img_00380.jpg,hand,37,315,195,425,,,0.98,synthetic_dataset
1073,images/img_01073.jpg,face,132,285,253,466,56,male,0.9,synthetic_dataset
433,images/img_00433.jpg,book,72,188,207,253,,,0.98,synthetic_dataset
1911,images/img_01911.jpg,book,152,256,207,455,,,0.97,synthetic_dataset
1878,images/img_01878.jpg,book,120,252,203,363,,,0.96,synthetic_dataset
1400,images/img_01400.jpg,face,252,69,347,128,22,female,0.86,synthetic_dataset
845,images/img_00845.jpg,cup,53,276,88,323,,,0.87,synthetic_dataset
370,images/img_00370.jpg,keyboard,182,226,285,360,,,0.9,synthetic_dataset
1482,images/img_01482.jpg,bottle,127,149,252,278,,,0.93,synthetic_dataset
914,images/img_00914.jpg,bottle,396,184,481,281,,,0.85,synthetic_dataset
1991,images/img_01991.jpg,person,208,244,270,326,,,0.95,synthetic_dataset
941,images/img_00941.jpg,keyboard,276,101,423,189,,,0.97,synthetic_dataset
1694,images/img_01694.jpg,cup,282,145,371,328,,,0.87,synthetic_dataset
104,images/img_00104.jpg,keyboard,299,173,336,316,,,0.86,synthetic_dataset
1151,images/img_01151.jpg,face,393,0,522,108,47,female,0.92,synthetic_dataset
1403,images/img_01403.jpg,keyboard,45,257,217,406,,,0.88,synthetic_dataset
1855,images/img_01855.jpg,phone,176,223,228,259,,,0.89,synthetic_dataset
684,images/img_00684.jpg,face,177,328,283,527,29,male,0.91,synthetic_dataset
1575,images/img_01575.jpg,cup,336,307,407,451,,,0.93,synthetic_dataset
1784,images/img_01784.jpg,cup,134,60,187,162,,,0.92,synthetic_dataset
1545,images/img_01545.jpg,book,73,155,140,349,,,0.89,synthetic_dataset
1394,images/img_01394.jpg,phone,52,323,134,518,,,0.93,synthetic_dataset
1189,images/img_01189.jpg,book,366,130,486,166,,,0.9,synthetic_dataset
161,images/img_00161.jpg,phone,89,230,174,421,,,0.85,synthetic_dataset
762,images/img_00762.jpg,bottle,326,209,361,284,,,0.97,synthetic_dataset
340,images/img_00340.jpg,book,365,302,411,365,,,0.89,synthetic_dataset
1611,images/img_01611.jpg,laptop,262,314,414,348,,,0.98,synthetic_dataset
817,images/img_00817.jpg,face,395,341,520,456,55,female,0.93,synthetic_dataset
641,images/img_00641.jpg,mouse,86,379,153,537,,,1.0,synthetic_dataset
1339,images/img_01339.jpg,phone,91,136,120,182,,,0.96,synthetic_dataset
896,images/img_00896.jpg,person,250,85,358,174,,,0.94,synthetic_dataset
432,images/img_00432.jpg,cup,269,210,399,330,,,0.95,synthetic_dataset
83,images/img_00083.jpg,cup,355,57,426,212,,,0.92,synthetic_dataset
1300,images/img_01300.jpg,bottle,22,166,123,342,,,0.98,synthetic_dataset
25,images/img_00025.jpg,keyboard,235,328,340,413,,,0.95,synthetic_dataset
1359,images/img_01359.jpg,cup,136,360,274,405,,,0.99,synthetic_dataset
1788,images/img_01788.jpg,keyboard,8,169,40,233,,,0.9,synthetic_dataset
1398,images/img_01398.jpg,face,378,307,518,429,70,female,0.98,synthetic_dataset
113,images/img_00113.jpg,keyboard,314,132,424,296,,,0.91,synthetic_dataset
1064,images/img_01064.jpg,laptop,167,115,354,183,,,0.96,synthetic_dataset
590,images/img_00590.jpg,bottle,68,400,258,546,,,0.87,synthetic_dataset
1048,images/img_01048.jpg,cup,334,3,429,193,,,0.91,synthetic_dataset
164,images/img_00164.jpg,mouse,340,254,465,283,,,0.87,synthetic_dataset
1903,images/img_01903.jpg,cup,230,214,420,397,,,0.98,synthetic_dataset
1506,images/img_01506.jpg,person,189,88,362,196,,,0.91,synthetic_dataset
452,images/img_00452.jpg,cup,35,33,88,140,,,0.88,synthetic_dataset
1820,images/img_01820.jpg,hand,223,300,306,491,,,0.94,synthetic_dataset
135,images/img_00135.jpg,cup,88,198,233,362,,,0.96,synthetic_dataset
444,images/img_00444.jpg,mouse,81,116,194,180,,,0.96,synthetic_dataset
1317,images/img_01317.jpg,phone,322,75,399,151,,,0.94,synthetic_dataset
102,images/img_00102.jpg,face,92,236,146,370,30,male,0.9,synthetic_dataset
204,images/img_00204.jpg,mouse,158,166,318,319,,,0.97,synthetic_dataset
214,images/img_00214.jpg,phone,128,189,308,245,,,0.99,synthetic_dataset
409,images/img_00409.jpg,mouse,34,146,185,326,,,0.95,synthetic_dataset
50,images/img_00050.jpg,hand,237,334,292,466,,,0.92,synthetic_dataset
1489,images/img_01489.jpg,book,39,304,187,338,,,0.97,synthetic_dataset
269,images/img_00269.jpg,phone,160,26,226,64,,,0.94,synthetic_dataset
633,images/img_00633.jpg,hand,307,205,454,230,,,0.87,synthetic_dataset
323,images/img_00323.jpg,hand,229,21,292,143,,,0.99,synthetic_dataset
925,images/img_00925.jpg,keyboard,287,298,472,394,,,0.95,synthetic_dataset
175,images/img_00175.jpg,book,129,179,187,332,,,0.87,synthetic_dataset
1636,images/img_01636.jpg,hand,146,160,246,292,,,1.0,synthetic_dataset
558,images/img_00558.jpg,bottle,264,192,451,332,,,0.89,synthetic_dataset
539,images/img_00539.jpg,person,124,368,287,485,,,0.94,synthetic_dataset
1805,images/img_01805.jpg,face,144,367,235,541,52,female,0.89,synthetic_dataset
55,images/img_00055.jpg,phone,307,12,327,46,,,0.88,synthetic_dataset
160,images/img_00160.jpg,laptop,164,253,289,448,,,0.95,synthetic_dataset
1543,images/img_01543.jpg,phone,177,111,283,290,,,0.89,synthetic_dataset
1530,images/img_01530.jpg,bottle,238,8,307,110,,,0.87,synthetic_dataset
370,images/img_00370.jpg,phone,34,373,140,546,,,0.99,synthetic_dataset
425,images/img_00425.jpg,mouse,15,174,64,212,,,0.95,synthetic_dataset
1661,images/img_01661.jpg,phone,42,232,229,254,,,0.86,synthetic_dataset
551,images/img_00551.jpg,person,137,93,196,187,,,0.94,synthetic_dataset
570,images/img_00570.jpg,mouse,310,113,375,141,,,0.98,synthetic_dataset
1953,images/img_01953.jpg,cup,314,311,362,361,,,0.97,synthetic_dataset
1941,images/img_01941.jpg,book,198,124,287,258,,,0.99,synthetic_dataset
556,images/img_00556.jpg,hand,324,109,381,178,,,0.9,synthetic_dataset
346,images/img_00346.jpg,book,323,360,416,516,,,0.87,synthetic_dataset
923,images/img_00923.jpg,phone,332,18,508,178,,,0.94,synthetic_dataset
1325,images/img_01325.jpg,book,35,243,212,371,,,0.92,synthetic_dataset
1862,images/img_01862.jpg,face,244,269,390,353,69,male,0.88,synthetic_dataset
1506,images/img_01506.jpg,face,31,248,101,334,38,female,0.97,synthetic_dataset
661,images/img_00661.jpg,phone,155,234,274,426,,,0.95,synthetic_dataset
799,images/img_00799.jpg,phone,166,0,271,127,,,0.95,synthetic_dataset
1809,images/img_01809.jpg,face,138,318,220,418,56,female,0.87,synthetic_dataset
645,images/img_00645.jpg,keyboard,287,246,411,273,,,0.93,synthetic_dataset
1249,images/img_01249.jpg,cup,55,137,173,227,,,0.87,synthetic_dataset
282,images/img_00282.jpg,hand,382,362,458,554,,,1.0,synthetic_dataset
1195,images/img_01195.jpg,face,88,386,226,462,53,male,0.88,synthetic_dataset
120,images/img_00120.jpg,keyboard,323,372,426,414,,,0.94,synthetic_dataset
1956,images/img_01956.jpg,face,232,36,316,191,17,male,0.87,synthetic_dataset
874,images/img_00874.jpg,cup,366,270,545,384,,,0.85,synthetic_dataset
1728,images/img_01728.jpg,bottle,279,216,457,353,,,0.97,synthetic_dataset
711,images/img_00711.jpg,bottle,255,353,333,448,,,0.93,synthetic_dataset
81,images/img_00081.jpg,mouse,123,157,250,288,,,0.98,synthetic_dataset
1326,images/img_01326.jpg,laptop,41,68,101,136,,,0.89,synthetic_dataset
1702,images/img_01702.jpg,laptop,328,34,522,155,,,0.88,synthetic_dataset
1788,images/img_01788.jpg,laptop,352,356,481,387,,,0.96,synthetic_dataset
1811,images/img_01811.jpg,bottle,311,29,510,163,,,0.98,synthetic_dataset
653,images/img_00653.jpg,bottle,121,170,164,283,,,0.97,synthetic_dataset
808,images/img_00808.jpg,hand,284,274,436,341,,,0.89,synthetic_dataset
1568,images/img_01568.jpg,keyboard,3,369,195,528,,,0.88,synthetic_dataset
1242,images/img_01242.jpg,book,219,367,353,489,,,0.98,synthetic_dataset
1012,images/img_01012.jpg,mouse,257,212,357,410,,,0.98,synthetic_dataset
1553,images/img_01553.jpg,hand,138,358,297,543,,,0.92,synthetic_dataset
533,images/img_00533.jpg,hand,94,244,227,350,,,0.86,synthetic_dataset
1334,images/img_01334.jpg,face,336,290,406,426,62,male,0.92,synthetic_dataset
1743,images/img_01743.jpg,book,262,14,325,189,,,0.96,synthetic_dataset
923,images/img_00923.jpg,keyboard,31,343,119,431,,,0.9,synthetic_dataset
1478,images/img_01478.jpg,hand,324,371,457,510,,,0.99,synthetic_dataset
443,images/img_00443.jpg,book,16,130,55,182,,,0.91,synthetic_dataset
905,images/img_00905.jpg,laptop,165,220,342,261,,,0.87,synthetic_dataset
93,images/img_00093.jpg,cup,379,238,500,401,,,0.94,synthetic_dataset
79,images/img_00079.jpg,keyboard,109,221,308,352,,,0.87,synthetic_dataset
1760,images/img_01760.jpg,hand,347,77,442,180,,,0.86,synthetic_dataset
1274,images/img_01274.jpg,keyboard,240,86,385,123,,,1.0,synthetic_dataset
1071,images/img_01071.jpg,hand,21,180,208,327,,,0.96,synthetic_dataset
314,images/img_00314.jpg,book,101,122,252,206,,,0.87,synthetic_dataset
1880,images/img_01880.jpg,hand,336,185,470,375,,,1.0,synthetic_dataset
1797,images/img_01797.jpg,keyboard,347,373,545,483,,,0.92,synthetic_dataset
1328,images/img_01328.jpg,bottle,164,115,211,287,,,0.99,synthetic_dataset
99,images/img_00099.jpg,person,7,314,126,375,,,0.99,synthetic_dataset
1395,images/img_01395.jpg,person,126,245,255,313,,,0.85,synthetic_dataset
814,images/img_00814.jpg,keyboard,140,226,317,253,,,0.94,synthetic_dataset
1578,images/img_01578.jpg,laptop,84,179,141,259,,,0.93,synthetic_dataset
991,images/img_00991.jpg,person,207,107,373,148,,,0.92,synthetic_dataset
940,images/img_00940.jpg,hand,8,29,54,198,,,0.93,synthetic_dataset
93,images/img_00093.jpg,phone,144,346,169,451,,,0.99,synthetic_dataset
1730,images/img_01730.jpg,hand,64,19,238,40,,,0.91,synthetic_dataset
182,images/img_00182.jpg,mouse,46,17,201,121,,,0.86,synthetic_dataset
736,images/img_00736.jpg,bottle,94,263,118,344,,,0.89,synthetic_dataset
377,images/img_00377.jpg,face,282,308,353,365,30,male,1.0,synthetic_dataset
1458,images/img_01458.jpg,book,169,256,206,282,,,0.88,synthetic_dataset
264,images/img_00264.jpg,cup,114,158,212,324,,,0.99,synthetic_dataset
1585,images/img_01585.jpg,book,283,248,423,415,,,0.94,synthetic_dataset
1494,images/img_01494.jpg,face,144,306,295,445,9,male,0.96,synthetic_dataset
467,images/img_00467.jpg,mouse,187,151,325,312,,,0.92,synthetic_dataset
1452,images/img_01452.jpg,person,37,226,235,306,,,0.98,synthetic_dataset
1718,images/img_01718.jpg,book,269,198,411,350,,,0.99,synthetic_dataset
541,images/img_00541.jpg,face,312,270,394,463,60,male,0.97,synthetic_dataset
565,images/img_00565.jpg,face,344,378,425,572,19,male,0.96,synthetic_dataset
359,images/img_00359.jpg,keyboard,236,363,391,389,,,0.91,synthetic_dataset
768,images/img_00768.jpg,book,227,51,332,196,,,0.93,synthetic_dataset
1323,images/img_01323.jpg,face,61,92,108,245,62,male,0.96,synthetic_dataset
831,images/img_00831.jpg,face,221,142,282,258,23,male,0.95,synthetic_dataset
811,images/img_00811.jpg,face,286,364,385,455,7,female,0.97,synthetic_dataset
333,images/img_00333.jpg,laptop,135,161,201,323,,,0.85,synthetic_dataset
192,images/img_00192.jpg,phone,79,46,103,230,,,0.85,synthetic_dataset
1318,images/img_01318.jpg,face,210,317,368,379,69,female,0.89,synthetic_dataset
290,images/img_00290.jpg,face,39,128,112,255,8,female,0.9,synthetic_dataset
171,images/img_00171.jpg,laptop,214,197,328,363,,,0.88,synthetic_dataset
233,images/img_00233.jpg,cup,215,395,410,531,,,0.96,synthetic_dataset
1104,images/img_01104.jpg,book,212,314,279,495,,,0.87,synthetic_dataset
496,images/img_00496.jpg,hand,22,69,62,158,,,0.85,synthetic_dataset
1845,images/img_01845.jpg,laptop,374,333,532,520,,,0.86,synthetic_dataset
952,images/img_00952.jpg,phone,33,28,87,90,,,0.87,synthetic_dataset
1610,images/img_01610.jpg,book,391,43,493,90,,,0.92,synthetic_dataset
1435,images/img_01435.jpg,book,362,283,539,310,,,0.92,synthetic_dataset
354,images/img_00354.jpg,bottle,154,329,208,401,,,0.88,synthetic_dataset
1701,images/img_01701.jpg,keyboard,156,129,245,288,,,0.96,synthetic_dataset
897,images/img_00897.jpg,face,357,207,462,327,62,male,0.88,synthetic_dataset
1390,images/img_01390.jpg,person,365,49,466,148,,,0.91,synthetic_dataset
1110,images/img_01110.jpg,book,22,298,178,498,,,0.98,synthetic_dataset
438,images/img_00438.jpg,book,71,109,118,181,,,0.96,synthetic_dataset
1325,images/img_01325.jpg,hand,103,383,213,569,,,0.86,synthetic_dataset
105,images/img_00105.jpg,book,48,48,179,126,,,0.85,synthetic_dataset
54,images/img_00054.jpg,hand,116,150,182,341,,,0.94,synthetic_dataset
202,images/img_00202.jpg,cup,42,278,160,460,,,0.93,synthetic_dataset
1978,images/img_01978.jpg,laptop,247,313,445,506,,,0.94,synthetic_dataset
1995,images/img_01995.jpg,face,57,39,177,182,35,female,0.91,synthetic_dataset
1805,images/img_01805.jpg,book,342,12,368,50,,,0.93,synthetic_dataset
1963,images/img_01963.jpg,laptop,338,288,467,339,,,0.86,synthetic_dataset
1383,images/img_01383.jpg,cup,16,305,169,468,,,0.86,synthetic_dataset
907,images/img_00907.jpg,cup,239,150,415,342,,,0.86,synthetic_dataset
1905,images/img_01905.jpg,book,49,303,138,352,,,0.86,synthetic_dataset
1145,images/img_01145.jpg,face,254,106,376,240,21,female,0.86,synthetic_dataset
1746,images/img_01746.jpg,phone,116,158,227,281,,,0.86,synthetic_dataset
1784,images/img_01784.jpg,phone,302,282,350,348,,,0.96,synthetic_dataset
764,images/img_00764.jpg,hand,36,267,191,301,,,0.92,synthetic_dataset
770,images/img_00770.jpg,keyboard,35,68,171,122,,,1.0,synthetic_dataset
1721,images/img_01721.jpg,face,284,368,324,461,31,female,0.97,synthetic_dataset
1679,images/img_01679.jpg,book,6,20,189,57,,,0.9,synthetic_dataset
772,images/img_00772.jpg,phone,373,217,568,406,,,0.97,synthetic_dataset
1757,images/img_01757.jpg,keyboard,127,293,261,399,,,0.91,synthetic_dataset
1866,images/img_01866.jpg,bottle,251,21,417,129,,,0.95,synthetic_dataset
747,images/img_00747.jpg,laptop,231,26,319,151,,,0.98,synthetic_dataset
1063,images/img_01063.jpg,book,30,238,195,364,,,0.9,synthetic_dataset
1188,images/img_01188.jpg,face,226,400,366,593,25,female,0.92,synthetic_dataset
1442,images/img_01442.jpg,hand,228,189,301,212,,,0.86,synthetic_dataset
1553,images/img_01553.jpg,face,88,91,138,216,6,male,0.86,synthetic_dataset
405,images/img_00405.jpg,mouse,294,136,480,184,,,0.91,synthetic_dataset
1678,images/img_01678.jpg,book,277,128,463,240,,,0.99,synthetic_dataset
1022,images/img_01022.jpg,bottle,235,24,397,126,,,0.94,synthetic_dataset
339,images/img_00339.jpg,face,196,39,395,226,57,male,0.95,synthetic_dataset
686,images/img_00686.jpg,cup,258,92,287,227,,,0.88,synthetic_dataset
1803,images/img_01803.jpg,cup,288,230,420,400,,,0.97,synthetic_dataset
1627,images/img_01627.jpg,phone,133,167,282,316,,,0.91,synthetic_dataset
1885,images/img_01885.jpg,book,148,202,305,290,,,0.9,synthetic_dataset
304,images/img_00304.jpg,keyboard,367,284,439,474,,,0.9,synthetic_dataset
1896,images/img_01896.jpg,keyboard,234,383,299,485,,,0.95,synthetic_dataset
41,images/img_00041.jpg,person,214,140,389,283,,,0.89,synthetic_dataset
787,images/img_00787.jpg,hand,358,7,494,157,,,0.89,synthetic_dataset
217,images/img_00217.jpg,laptop,206,358,319,473,,,0.89,synthetic_dataset
1028,images/img_01028.jpg,person,240,315,398,375,,,0.89,synthetic_dataset
1573,images/img_01573.jpg,keyboard,277,396,422,423,,,0.94,synthetic_dataset
1558,images/img_01558.jpg,hand,245,335,346,446,,,0.86,synthetic_dataset
1154,images/img_01154.jpg,phone,131,14,309,63,,,0.88,synthetic_dataset
568,images/img_00568.jpg,cup,255,135,450,156,,,0.95,synthetic_dataset
915,images/img_00915.jpg,cup,294,352,384,523,,,0.99,synthetic_dataset
1011,images/img_01011.jpg,keyboard,107,126,300,275,,,0.97,synthetic_dataset
775,images/img_00775.jpg,keyboard,209,337,321,391,,,0.97,synthetic_dataset
1652,images/img_01652.jpg,bottle,299,362,477,502,,,0.99,synthetic_dataset
5,images/img_00005.jpg,laptop,107,117,304,137,,,0.86,synthetic_dataset
47,images/img_00047.jpg,bottle,356,236,522,278,,,0.86,synthetic_dataset
668,images/img_00668.jpg,phone,197,20,244,45,,,0.95,synthetic_dataset
248,images/img_00248.jpg,face,76,199,121,390,6,male,0.92,synthetic_dataset
1240,images/img_01240.jpg,book,269,147,314,281,,,0.92,synthetic_dataset
1189,images/img_01189.jpg,cup,126,176,172,351,,,0.94,synthetic_dataset
1675,images/img_01675.jpg,phone,239,221,375,390,,,0.86,synthetic_dataset
200,images/img_00200.jpg,laptop,272,152,369,282,,,0.88,synthetic_dataset
845,images/img_00845.jpg,hand,20,121,142,142,,,1.0,synthetic_dataset
739,images/img_00739.jpg,laptop,201,276,374,467,,,0.9,synthetic_dataset
661,images/img_00661.jpg,cup,112,351,266,446,,,0.92,synthetic_dataset
1352,images/img_01352.jpg,face,182,304,372,409,16,male,0.86,synthetic_dataset
1662,images/img_01662.jpg,hand,163,206,205,377,,,0.87,synthetic_dataset
1785,images/img_01785.jpg,hand,47,7,94,55,,,0.98,synthetic_dataset
1946,images/img_01946.jpg,bottle,88,27,186,59,,,0.9,synthetic_dataset
1686,images/img_01686.jpg,face,251,380,313,506,24,male,1.0,synthetic_dataset
235,images/img_00235.jpg,laptop,269,324,428,495,,,0.89,synthetic_dataset
1356,images/img_01356.jpg,face,374,359,409,559,14,male,0.92,synthetic_dataset
1157,images/img_01157.jpg,face,199,350,338,549,70,female,0.94,synthetic_dataset
1223,images/img_01223.jpg,keyboard,109,400,278,427,,,0.87,synthetic_dataset
1215,images/img_01215.jpg,phone,275,333,386,419,,,0.98,synthetic_dataset
1967,images/img_01967.jpg,hand,85,86,228,243,,,0.98,synthetic_dataset
398,images/img_00398.jpg,mouse,41,23,79,133,,,0.93,synthetic_dataset
148,images/img_00148.jpg,laptop,111,285,234,312,,,0.91,synthetic_dataset
1561,images/img_01561.jpg,laptop,336,121,532,312,,,0.86,synthetic_dataset
511,images/img_00511.jpg,mouse,345,22,421,183,,,0.97,synthetic_dataset
91,images/img_00091.jpg,book,193,134,367,231,,,0.98,synthetic_dataset
890,images/img_00890.jpg,laptop,92,73,204,122,,,0.99,synthetic_dataset
1933,images/img_01933.jpg,face,34,188,133,237,56,female,0.86,synthetic_dataset
1853,images/img_01853.jpg,face,26,158,126,178,5,male,0.87,synthetic_dataset
1725,images/img_01725.jpg,mouse,399,73,587,196,,,0.91,synthetic_dataset
1038,images/img_01038.jpg,cup,102,123,217,206,,,0.95,synthetic_dataset
160,images/img_00160.jpg,mouse,202,234,229,340,,,0.9,synthetic_dataset
175,images/img_00175.jpg,laptop,72,352,182,470,,,0.88,synthetic_dataset
1401,images/img_01401.jpg,hand,347,134,509,257,,,0.86,synthetic_dataset
1163,images/img_01163.jpg,bottle,379,147,458,270,,,0.88,synthetic_dataset
515,images/img_00515.jpg,cup,308,53,401,143,,,0.99,synthetic_dataset
1936,images/img_01936.jpg,phone,308,252,369,291,,,0.86,synthetic_dataset
1604,images/img_01604.jpg,bottle,8,259,115,423,,,0.89,synthetic_dataset
430,images/img_00430.jpg,person,130,290,165,383,,,0.97,synthetic_dataset
1453,images/img_01453.jpg,laptop,318,66,499,223,,,0.88,synthetic_dataset
65,images/img_00065.jpg,hand,372,10,485,186,,,0.94,synthetic_dataset
1948,images/img_01948.jpg,phone,134,4,294,75,,,0.89,synthetic_dataset
291,images/img_00291.jpg,hand,345,104,379,264,,,0.85,synthetic_dataset
1010,images/img_01010.jpg,person,144,383,203,512,,,0.92,synthetic_dataset
50,images/img_00050.jpg,mouse,67,284,242,326,,,0.9,synthetic_dataset
1114,images/img_01114.jpg,mouse,289,293,389,394,,,0.9,synthetic_dataset
1140,images/img_01140.jpg,mouse,116,17,253,118,,,0.92,synthetic_dataset
1206,images/img_01206.jpg,laptop,222,33,385,135,,,0.98,synthetic_dataset
945,images/img_00945.jpg,mouse,379,366,562,458,,,0.93,synthetic_dataset
1383,images/img_01383.jpg,book,330,170,468,235,,,0.98,synthetic_dataset
839,images/img_00839.jpg,laptop,213,66,350,137,,,0.86,synthetic_dataset
1282,images/img_01282.jpg,cup,72,186,107,353,,,0.86,synthetic_dataset
1214,images/img_01214.jpg,phone,240,225,436,251,,,0.9,synthetic_dataset
1415,images/img_01415.jpg,keyboard,229,358,258,513,,,0.95,synthetic_dataset
33,images/img_00033.jpg,book,163,392,211,520,,,0.95,synthetic_dataset
391,images/img_00391.jpg,phone,227,338,401,508,,,0.89,synthetic_dataset
121,images/img_00121.jpg,person,234,57,386,241,,,0.9,synthetic_dataset
109,images/img_00109.jpg,mouse,25,316,188,398,,,0.93,synthetic_dataset
916,images/img_00916.jpg,cup,392,378,473,540,,,0.93,synthetic_dataset
1708,images/img_01708.jpg,hand,204,108,400,148,,,0.86,synthetic_dataset
722,images/img_00722.jpg,hand,338,33,492,208,,,0.93,synthetic_dataset
124,images/img_00124.jpg,hand,271,398,458,592,,,0.91,synthetic_dataset
216,images/img_00216.jpg,mouse,390,271,561,343,,,0.85,synthetic_dataset
263,images/img_00263.jpg,book,277,328,332,504,,,0.96,synthetic_dataset
1669,images/img_01669.jpg,hand,151,364,232,519,,,0.99,synthetic_dataset
1706,images/img_01706.jpg,person,83,158,104,267,,,0.94,synthetic_dataset
1807,images/img_01807.jpg,laptop,51,101,92,234,,,0.9,synthetic_dataset
404,images/img_00404.jpg,mouse,116,375,294,575,,,0.98,synthetic_dataset
121,images/img_00121.jpg,bottle,82,53,189,222,,,0.99,synthetic_dataset
573,images/img_00573.jpg,face,313,363,393,449,29,male,0.89,synthetic_dataset
1646,images/img_01646.jpg,face,340,208,522,247,39,male,0.99,synthetic_dataset
768,images/img_00768.jpg,mouse,65,291,251,399,,,0.98,synthetic_dataset
1879,images/img_01879.jpg,person,237,233,291,379,,,0.93,synthetic_dataset
994,images/img_00994.jpg,phone,325,9,505,137,,,0.91,synthetic_dataset
1591,images/img_01591.jpg,phone,189,44,298,151,,,0.9,synthetic_dataset
128,images/img_00128.jpg,laptop,314,297,514,422,,,0.91,synthetic_dataset
1576,images/img_01576.jpg,keyboard,214,81,414,260,,,0.93,synthetic_dataset
496,images/img_00496.jpg,book,342,186,455,361,,,1.0,synthetic_dataset
172,images/img_00172.jpg,keyboard,126,319,174,460,,,0.96,synthetic_dataset
119,images/img_00119.jpg,hand,362,163,436,216,,,0.93,synthetic_dataset
1275,images/img_01275.jpg,keyboard,247,37,375,183,,,0.98,synthetic_dataset
530,images/img_00530.jpg,keyboard,101,226,127,284,,,0.89,synthetic_dataset
463,images/img_00463.jpg,phone,285,337,401,358,,,0.87,synthetic_dataset
1102,images/img_01102.jpg,keyboard,58,156,206,200,,,0.87,synthetic_dataset
539,images/img_00539.jpg,phone,21,96,83,191,,,0.99,synthetic_dataset
664,images/img_00664.jpg,phone,369,137,530,285,,,0.88,synthetic_dataset
968,images/img_00968.jpg,cup,395,13,575,115,,,0.96,synthetic_dataset
737,images/img_00737.jpg,cup,372,249,503,420,,,0.96,synthetic_dataset
1875,images/img_01875.jpg,phone,237,79,345,192,,,0.96,synthetic_dataset
1567,images/img_01567.jpg,keyboard,193,267,261,355,,,0.88,synthetic_dataset
1125,images/img_01125.jpg,mouse,296,379,492,520,,,0.96,synthetic_dataset
1561,images/img_01561.jpg,book,53,339,200,506,,,0.87,synthetic_dataset
144,images/img_00144.jpg,phone,255,30,336,121,,,0.98,synthetic_dataset
1531,images/img_01531.jpg,book,55,227,109,426,,,0.9,synthetic_dataset
1441,images/img_01441.jpg,phone,48,78,126,172,,,0.85,synthetic_dataset
1097,images/img_01097.jpg,phone,169,83,211,116,,,0.95,synthetic_dataset
360,images/img_00360.jpg,hand,286,255,309,437,,,0.98,synthetic_dataset
510,images/img_00510.jpg,cup,317,76,457,197,,,0.86,synthetic_dataset
913,images/img_00913.jpg,mouse,42,320,239,518,,,0.97,synthetic_dataset
1121,images/img_01121.jpg,phone,19,71,87,215,,,0.99,synthetic_dataset
1389,images/img_01389.jpg,face,125,322,230,415,56,female,0.89,synthetic_dataset
1509,images/img_01509.jpg,hand,165,383,347,563,,,0.97,synthetic_dataset
956,images/img_00956.jpg,mouse,344,80,424,269,,,0.89,synthetic_dataset
1348,images/img_01348.jpg,person,277,277,318,306,,,0.89,synthetic_dataset
1940,images/img_01940.jpg,person,147,55,281,188,,,0.95,synthetic_dataset
659,images/img_00659.jpg,bottle,299,119,428,293,,,0.96,synthetic_dataset
